     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4        descriptor_5        descriptor_6
       164   -0.8040126440E+01   -0.7913033626E+01    0.7736345414E+01    0.1898412698E+02    0.6453723849E+00    0.1104761905E+02    0.9428571429E+00    0.4961406137E+00
       165   -0.7188974415E+01   -0.7169325360E+01    0.5802259061E+01    0.1793650794E+02    0.6351992914E+00    0.1053968254E+02    0.9428571429E+00    0.4680517668E+00
       166   -0.6803424363E+01   -0.6791821747E+01    0.4641807249E+01    0.1777777778E+02    0.6505093834E+00    0.1025396825E+02    0.9428571429E+00    0.4605641980E+00
       167   -0.9597719030E+01   -0.9278897442E+01    0.1160451812E+02    0.1607936508E+02    0.4659881423E+00    0.9142857143E+01    0.6497142857E+00    0.5856327105E+00
       168   -0.8104813378E+01   -0.7945077696E+01    0.7736345414E+01    0.1579365079E+02    0.4662575453E+00    0.8984126984E+01    0.6497142857E+00    0.5716385317E+00
       169   -0.7262940904E+01   -0.7217824901E+01    0.5802259061E+01    0.1561904762E+02    0.4539572737E+00    0.9047619048E+01    0.6497142857E+00    0.5475666440E+00
       170   -0.6845962963E+01   -0.6757870220E+01    0.4641807249E+01    0.1519047619E+02    0.4449790795E+00    0.8952380952E+01    0.6497142857E+00    0.5297984113E+00
       171   -0.8262879709E+01   -0.8589751665E+01    0.1160451812E+02    0.1396296296E+02    0.1742800265E+00    0.1148148148E+02    0.8268750000E+00    0.4967073456E+00
       172   -0.7383404575E+01   -0.7273027470E+01    0.7736345414E+01    0.1324074074E+02    0.1783065080E+00    0.1083333333E+02    0.8268750000E+00    0.4747776022E+00
       173   -0.6696738723E+01   -0.6588077380E+01    0.5802259061E+01    0.1238888889E+02    0.1788481675E+00    0.1012962963E+02    0.8268750000E+00    0.4468923781E+00
       174   -0.6323207465E+01   -0.6157846822E+01    0.4641807249E+01    0.1257407407E+02    0.1675460575E+00    0.1042592593E+02    0.8268750000E+00    0.4399127881E+00
       175   -0.8005881486E+01   -0.8616019884E+01    0.1160451812E+02    0.1341666667E+02    0.2088809947E+00    0.1050000000E+02    0.7668571429E+00    0.4762174896E+00
       176   -0.7201069315E+01   -0.7292348824E+01    0.7736345414E+01    0.1308333333E+02    0.2107741348E+00    0.1021428571E+02    0.7668571429E+00    0.4588298815E+00
       177   -0.6650704413E+01   -0.6586761421E+01    0.5802259061E+01    0.1246428571E+02    0.2028489484E+00    0.9833333333E+01    0.7668571429E+00    0.4339669907E+00
       178   -0.6304010513E+01   -0.6145194429E+01    0.4641807249E+01    0.1207142857E+02    0.1893879566E+00    0.9690476191E+01    0.7668571429E+00    0.4177201086E+00
       179   -0.9117447657E+01   -0.9188100746E+01    0.7736345414E+01    0.2460000000E+02    0.1395906314E+01    0.5600000000E+01    0.4633333333E+00    0.5243279835E+00
       180   -0.7906094813E+01   -0.8557875071E+01    0.5802259061E+01    0.2445000000E+02    0.1409528689E+01    0.5400000000E+01    0.4633333333E+00    0.5274169897E+00
       181   -0.7575282667E+01   -0.7907583917E+01    0.4641807249E+01    0.2275000000E+02    0.1348370044E+01    0.5500000000E+01    0.4633333333E+00    0.5063732296E+00
       182   -0.1123586207E+02   -0.9170557541E+01    0.7736345414E+01    0.2210000000E+02    0.1620272727E+01    0.1400000000E+01    0.1664545455E+00    0.4075514216E+00
       183   -0.9368553292E+01   -0.8386071334E+01    0.5802259061E+01    0.2210000000E+02    0.1654727273E+01    0.2000000000E+01    0.1664545455E+00    0.4026645942E+00
       184   -0.7839101782E+01   -0.8038868871E+01    0.4641807249E+01    0.2150000000E+02    0.1683925234E+01    0.1200000000E+01    0.1664545455E+00    0.3937685727E+00
       185   -0.1083327394E+02   -0.1011568685E+02    0.1160451812E+02    0.2180769231E+02    0.1463303887E+01    0.4615384615E+01    0.4825000000E+00    0.4382081541E+00
       186   -0.8924123623E+01   -0.8693016819E+01    0.7736345414E+01    0.2092307692E+02    0.1449779005E+01    0.4615384615E+01    0.4825000000E+00    0.4314050332E+00
       187   -0.8269525237E+01   -0.7991923662E+01    0.5802259061E+01    0.2111538462E+02    0.1425693431E+01    0.4923076923E+01    0.4825000000E+00    0.4169366145E+00
       188   -0.7467661734E+01   -0.7479074533E+01    0.4641807249E+01    0.2034615385E+02    0.1414545455E+01    0.5000000000E+01    0.4825000000E+00    0.4108489689E+00
       189   -0.1017717205E+02   -0.9982719627E+01    0.1160451812E+02    0.2030000000E+02    0.1857425743E+01    0.1400000000E+01    0.1929824561E+00    0.3214113872E+00
       190   -0.9121209243E+01   -0.8577262940E+01    0.7736345414E+01    0.1990000000E+02    0.1876666667E+01    0.1600000000E+01    0.1929824561E+00    0.3163925322E+00
       191   -0.7713197631E+01   -0.7677539871E+01    0.5802259061E+01    0.1940000000E+02    0.1792953368E+01    0.2600000000E+01    0.1929824561E+00    0.3016187037E+00
       192   -0.7244152358E+01   -0.7270241704E+01    0.4641807249E+01    0.1770000000E+02    0.1876079545E+01    0.1200000000E+01    0.1929824561E+00    0.2890571019E+00
       193   -0.1099432812E+02   -0.9598000428E+01    0.7736345414E+01    0.2750000000E+02    0.1675896656E+01    0.3666666667E+01    0.2775000000E+00    0.4601348191E+00
       194   -0.8231163859E+01   -0.8720868086E+01    0.5802259061E+01    0.2600000000E+02    0.1656366559E+01    0.3500000000E+01    0.2775000000E+00    0.4252834859E+00
       195   -0.7518007945E+01   -0.8061479765E+01    0.4641807249E+01    0.2391666667E+02    0.1651783217E+01    0.3333333333E+01    0.2775000000E+00    0.4107290425E+00
       196   -0.1099237132E+02   -0.1030816767E+02    0.1160451812E+02    0.2495000000E+02    0.1452208835E+01    0.5900000000E+01    0.4866666667E+00    0.4451144982E+00
       197   -0.8716010051E+01   -0.8963057623E+01    0.7736345414E+01    0.2385000000E+02    0.1503865546E+01    0.5200000000E+01    0.4866666667E+00    0.4380976207E+00
       198   -0.8118851058E+01   -0.8288032728E+01    0.5802259061E+01    0.2370000000E+02    0.1491289641E+01    0.5200000000E+01    0.4866666667E+00    0.4325196528E+00
       199   -0.7426730353E+01   -0.7748840127E+01    0.4641807249E+01    0.2295000000E+02    0.1495895197E+01    0.5300000000E+01    0.4866666667E+00    0.4171773580E+00
       200   -0.1130827995E+02   -0.1086464365E+02    0.1160451812E+02    0.2708333333E+02    0.1625308642E+01    0.3666666667E+01    0.2776190476E+00    0.4621512965E+00
       201   -0.9676956146E+01   -0.9684548176E+01    0.7736345414E+01    0.2775000000E+02    0.1686204819E+01    0.3333333333E+01    0.2776190476E+00    0.4576567277E+00
       202   -0.8065547352E+01   -0.8724132757E+01    0.5802259061E+01    0.2500000000E+02    0.1690869565E+01    0.2666666667E+01    0.2776190476E+00    0.4210869238E+00
       203   -0.7388649354E+01   -0.8126274313E+01    0.4641807249E+01    0.2400000000E+02    0.1651080139E+01    0.3000000000E+01    0.2776190476E+00    0.4062202082E+00
       204   -0.9862453101E+01   -0.9955109895E+01    0.1160451812E+02    0.2394117647E+02    0.1387847478E+01    0.7647058824E+01    0.7008333333E+00    0.4297446942E+00
       205   -0.9059778696E+01   -0.8630653406E+01    0.7736345414E+01    0.2370588235E+02    0.1371863354E+01    0.7647058824E+01    0.7008333333E+00    0.4288912792E+00
       206   -0.7849026953E+01   -0.7911093595E+01    0.5802259061E+01    0.2285294118E+02    0.1393195876E+01    0.7294117647E+01    0.7008333333E+00    0.4206574650E+00
       207   -0.7394169305E+01   -0.7549903975E+01    0.4641807249E+01    0.2261764706E+02    0.1439739583E+01    0.6764705882E+01    0.7008333333E+00    0.4094917337E+00
       208   -0.1027427011E+02   -0.9111007132E+01    0.7736345414E+01    0.2358333333E+02    0.1637446809E+01    0.2333333333E+01    0.1944272446E+00    0.3636688749E+00
       209   -0.8801663760E+01   -0.8427359856E+01    0.5802259061E+01    0.2250000000E+02    0.1704981413E+01    0.1500000000E+01    0.1944272446E+00    0.3523407193E+00
       210   -0.7887276854E+01   -0.8049694341E+01    0.4641807249E+01    0.2308333333E+02    0.1644891304E+01    0.2000000000E+01    0.1944272446E+00    0.3552237213E+00
       211   -0.8244148094E+01   -0.8796528627E+01    0.1160451812E+02    0.1672058824E+02    0.1199207746E+00    0.1320588235E+02    0.3800000000E+00    0.6883823689E+00
       212   -0.7328130695E+01   -0.7478201732E+01    0.7736345414E+01    0.1632352941E+02    0.1223264202E+00    0.1282352941E+02    0.3800000000E+00    0.6688910860E+00
       213   -0.6863905776E+01   -0.6813477469E+01    0.5802259061E+01    0.1644117647E+02    0.1265532677E+00    0.1279411765E+02    0.3800000000E+00    0.6513273173E+00
       214   -0.6540193235E+01   -0.6472610388E+01    0.4641807249E+01    0.1605882353E+02    0.1379285060E+00    0.1217647059E+02    0.3800000000E+00    0.6449763929E+00
       215   -0.9684244398E+01   -0.9434609438E+01    0.7736345414E+01    0.2550000000E+02    0.1405617977E+01    0.4714285714E+01    0.3327272727E+00    0.5417729474E+00
       216   -0.8023093774E+01   -0.8807391730E+01    0.5802259061E+01    0.2542857143E+02    0.1468732394E+01    0.4142857143E+01    0.3327272727E+00    0.5158465385E+00
       217   -0.7486205960E+01   -0.8105423239E+01    0.4641807249E+01    0.2407142857E+02    0.1449732143E+01    0.4714285714E+01    0.3327272727E+00    0.4987166732E+00
       218   -0.9042304539E+01   -0.9358985419E+01    0.1160451812E+02    0.1300000000E+02    0.1061929260E+01    0.3666666667E+01    0.3155555556E+00    0.5171722354E+00
       219   -0.8151459353E+01   -0.8058484252E+01    0.7736345414E+01    0.1254166667E+02    0.1109866667E+01    0.3083333333E+01    0.3155555556E+00    0.5005016760E+00
       220   -0.7147346225E+01   -0.7224924812E+01    0.5802259061E+01    0.1220833333E+02    0.1028013699E+01    0.3833333333E+01    0.3155555556E+00    0.4847638945E+00
       221   -0.6919992044E+01   -0.6841996106E+01    0.4641807249E+01    0.1191666667E+02    0.1058315789E+01    0.3416666667E+01    0.3155555556E+00    0.4738950188E+00
       222   -0.8670368847E+01   -0.8847473770E+01    0.7736345414E+01    0.2323529412E+02    0.1435183777E+01    0.7294117647E+01    0.7133333333E+00    0.5439972822E+00
       223   -0.7867160475E+01   -0.8077326008E+01    0.5802259061E+01    0.2294117647E+02    0.1403851091E+01    0.7647058824E+01    0.7133333333E+00    0.5298342743E+00
       224   -0.7311195888E+01   -0.7597161630E+01    0.4641807249E+01    0.2211764706E+02    0.1420825566E+01    0.7294117647E+01    0.7133333333E+00    0.5087320839E+00
       225   -0.8309664114E+01   -0.8300088062E+01    0.7736345414E+01    0.2786764706E+02    0.7857972545E+00    0.1897058824E+02    0.1640000000E+01    0.6911944657E+00
       226   -0.7629898202E+01   -0.7595251156E+01    0.5802259061E+01    0.2682352941E+02    0.7961601755E+00    0.1814705882E+02    0.1640000000E+01    0.6566490401E+00
       227   -0.7129705543E+01   -0.7095340305E+01    0.4641807249E+01    0.2494117647E+02    0.7866194690E+00    0.1697058824E+02    0.1640000000E+01    0.6129629206E+00
       228   -0.8975723689E+01   -0.9237709800E+01    0.1160451812E+02    0.1542647059E+02    0.4458587786E+00    0.9794117647E+01    0.8133333333E+00    0.6218981315E+00
       229   -0.7749549811E+01   -0.7856219636E+01    0.7736345414E+01    0.1541176471E+02    0.4218147087E+00    0.1008823529E+02    0.8133333333E+00    0.6040596997E+00
       230   -0.7153425793E+01   -0.7170412404E+01    0.5802259061E+01    0.1523529412E+02    0.4267053140E+00    0.9911764706E+01    0.8133333333E+00    0.5816248099E+00
       231   -0.6759493735E+01   -0.6756901651E+01    0.4641807249E+01    0.1480882353E+02    0.4402186879E+00    0.9470588235E+01    0.8133333333E+00    0.5588076990E+00
       232   -0.1055122552E+02   -0.1004932398E+02    0.1160451812E+02    0.2470588235E+02    0.1371871275E+01    0.8705882353E+01    0.7166666667E+00    0.5186472528E+00
       233   -0.1056159583E+02   -0.8940620474E+01    0.7736345414E+01    0.2517647059E+02    0.1433777778E+01    0.8058823529E+01    0.7166666667E+00    0.5335160973E+00
       234   -0.7695487023E+01   -0.7955347982E+01    0.5802259061E+01    0.2291176471E+02    0.1405269923E+01    0.7764705882E+01    0.7166666667E+00    0.4811898419E+00
       235   -0.7225412690E+01   -0.7545568774E+01    0.4641807249E+01    0.2185294118E+02    0.1446873315E+01    0.6882352941E+01    0.7166666667E+00    0.4658220710E+00
       236   -0.9171234088E+01   -0.9129810101E+01    0.1160451812E+02    0.1390000000E+02    0.5397694524E+00    0.6200000000E+01    0.4850000000E+00    0.4360631393E+00
       237   -0.7705159140E+01   -0.7691450680E+01    0.7736345414E+01    0.1288000000E+02    0.5232037325E+00    0.5960000000E+01    0.4850000000E+00    0.4072199634E+00
       238   -0.6990549343E+01   -0.6950780133E+01    0.5802259061E+01    0.1246000000E+02    0.4997106109E+00    0.6040000000E+01    0.4850000000E+00    0.3919768886E+00
       239   -0.6708244966E+01   -0.6489967816E+01    0.4641807249E+01    0.1130000000E+02    0.5020567376E+00    0.5440000000E+01    0.4850000000E+00    0.3766989684E+00
       240   -0.8916748050E+01   -0.9047593498E+01    0.1160451812E+02    0.1224000000E+02    0.6362029460E+00    0.5360000000E+01    0.5675000000E+00    0.4219617226E+00
       241   -0.7519883736E+01   -0.7683360744E+01    0.7736345414E+01    0.1168000000E+02    0.6496226415E+00    0.5120000000E+01    0.5675000000E+00    0.4056912989E+00
       242   -0.6984319527E+01   -0.7000354519E+01    0.5802259061E+01    0.1138000000E+02    0.6340316901E+00    0.5000000000E+01    0.5675000000E+00    0.3941507753E+00
       243   -0.6550700327E+01   -0.6516122517E+01    0.4641807249E+01    0.1066000000E+02    0.6309398496E+00    0.4840000000E+01    0.5675000000E+00    0.3784580722E+00
       244   -0.1023424694E+02   -0.9622406854E+01    0.1160451812E+02    0.2032500000E+02    0.1169778325E+01    0.8100000000E+01    0.7866666667E+00    0.4791081583E+00
       245   -0.8429125539E+01   -0.8219205751E+01    0.7736345414E+01    0.1902500000E+02    0.1153973684E+01    0.7450000000E+01    0.7866666667E+00    0.4479468202E+00
       246   -0.7781706129E+01   -0.7575026300E+01    0.5802259061E+01    0.1962500000E+02    0.1170790816E+01    0.7800000000E+01    0.7866666667E+00    0.4469438258E+00
       247   -0.7283250941E+01   -0.7158238888E+01    0.4641807249E+01    0.1845000000E+02    0.1175305292E+01    0.7000000000E+01    0.7866666667E+00    0.4363250579E+00
       248   -0.8625193299E+01   -0.8749338268E+01    0.1160451812E+02    0.1145588235E+02    0.4217994859E+00    0.7147058824E+01    0.7466666667E+00    0.4034729306E+00
       249   -0.7625517950E+01   -0.7447428987E+01    0.7736345414E+01    0.1082352941E+02    0.4358095238E+00    0.6617647059E+01    0.7466666667E+00    0.3960948760E+00
       250   -0.7002480550E+01   -0.6738064619E+01    0.5802259061E+01    0.1030882353E+02    0.4272000000E+00    0.6382352941E+01    0.7466666667E+00    0.3760139294E+00
       251   -0.6572007305E+01   -0.6332372789E+01    0.4641807249E+01    0.9500000000E+01    0.4549457364E+00    0.5647058824E+01    0.7466666667E+00    0.3573889586E+00
       252   -0.9555894525E+01   -0.9574253301E+01    0.7736345414E+01    0.2450000000E+02    0.1519565217E+01    0.3375000000E+01    0.2610714286E+00    0.5925477502E+00
       253   -0.8350148991E+01   -0.8838398270E+01    0.5802259061E+01    0.2300000000E+02    0.1513160763E+01    0.2625000000E+01    0.2610714286E+00    0.5761499021E+00
       254   -0.7975765814E+01   -0.8317448638E+01    0.4641807249E+01    0.2225000000E+02    0.1561070423E+01    0.2625000000E+01    0.2610714286E+00    0.5688530448E+00
       255   -0.1213949870E+02   -0.1071457615E+02    0.1160451812E+02    0.2350000000E+02    0.1535226667E+01    0.3000000000E+01    0.2622619048E+00    0.5469879455E+00
       256   -0.9270123286E+01   -0.9363640970E+01    0.7736345414E+01    0.2362500000E+02    0.1523183024E+01    0.3375000000E+01    0.2622619048E+00    0.5451318595E+00
       257   -0.7962008348E+01   -0.8713812341E+01    0.5802259061E+01    0.2256250000E+02    0.1586444444E+01    0.2375000000E+01    0.2622619048E+00    0.5328940076E+00
       258   -0.7574622619E+01   -0.8282218076E+01    0.4641807249E+01    0.2256250000E+02    0.1573388889E+01    0.2500000000E+01    0.2622619048E+00    0.5210052480E+00
       259   -0.9992839120E+01   -0.9763123482E+01    0.7736345414E+01    0.2568750000E+02    0.1557317073E+01    0.3375000000E+01    0.2641666667E+00    0.6153377074E+00
       260   -0.8359756630E+01   -0.8950986331E+01    0.5802259061E+01    0.2425000000E+02    0.1564263566E+01    0.3000000000E+01    0.2641666667E+00    0.5944156471E+00
       261   -0.7724045937E+01   -0.8321526636E+01    0.4641807249E+01    0.2331250000E+02    0.1514892473E+01    0.3500000000E+01    0.2641666667E+00    0.5734316046E+00
       262   -0.8831899827E+01   -0.8916871064E+01    0.7736345414E+01    0.2325000000E+02    0.1746324324E+01    0.2250000000E+01    0.1631439394E+00    0.3098313613E+00
       263   -0.9038451379E+01   -0.8445098179E+01    0.5802259061E+01    0.2362500000E+02    0.1797712766E+01    0.1500000000E+01    0.1631439394E+00    0.3132917915E+00
       264   -0.7991661139E+01   -0.7913235077E+01    0.4641807249E+01    0.2325000000E+02    0.1774378378E+01    0.2000000000E+01    0.1631439394E+00    0.3091211951E+00
       265   -0.9257423594E+01   -0.9206600996E+01    0.7736345414E+01    0.2642857143E+02    0.1952168022E+01    0.4857142857E+01    0.4505050505E+00    0.4536943215E+00
       266   -0.8015648503E+01   -0.8255330632E+01    0.5802259061E+01    0.2414285714E+02    0.1968842730E+01    0.4428571429E+01    0.4505050505E+00    0.4158047219E+00
       267   -0.7428046393E+01   -0.7873807551E+01    0.4641807249E+01    0.2371428571E+02    0.2077039275E+01    0.3428571429E+01    0.4505050505E+00    0.3748559066E+00
       268   -0.8990580138E+01   -0.9308620348E+01    0.7736345414E+01    0.2275000000E+02    0.1599595588E+01    0.2666666667E+01    0.2684523810E+00    0.5217192541E+00
       269   -0.8063789393E+01   -0.8598105997E+01    0.5802259061E+01    0.2300000000E+02    0.1590690909E+01    0.3000000000E+01    0.2684523810E+00    0.5040610277E+00
       270   -0.7250593254E+01   -0.8155956249E+01    0.4641807249E+01    0.2266666667E+02    0.1575166052E+01    0.3000000000E+01    0.2684523810E+00    0.4966134727E+00
       271   -0.1036555793E+02   -0.1011615385E+02    0.1160451812E+02    0.2322222222E+02    0.1596258993E+01    0.5333333333E+01    0.4666666667E+00    0.4424520868E+00
       272   -0.8581936000E+01   -0.8766260467E+01    0.7736345414E+01    0.2277777778E+02    0.1661589242E+01    0.5000000000E+01    0.4666666667E+00    0.4269515262E+00
       273   -0.7638621565E+01   -0.8113563906E+01    0.5802259061E+01    0.2172222222E+02    0.1670641026E+01    0.4111111111E+01    0.4666666667E+00    0.4128525119E+00
       274   -0.7175382860E+01   -0.7482940224E+01    0.4641807249E+01    0.2200000000E+02    0.1576987342E+01    0.5666666667E+01    0.4666666667E+00    0.4018984527E+00
       275   -0.8725712328E+01   -0.8912186683E+01    0.7736345414E+01    0.2369230769E+02    0.1457756098E+01    0.5076923077E+01    0.4762500000E+00    0.4053969073E+00
       276   -0.8086257237E+01   -0.8161636104E+01    0.5802259061E+01    0.2330769231E+02    0.1420975207E+01    0.5384615385E+01    0.4762500000E+00    0.4016967869E+00
       277   -0.7571263661E+01   -0.7672241657E+01    0.4641807249E+01    0.2323076923E+02    0.1411525705E+01    0.5769230769E+01    0.4762500000E+00    0.3910033825E+00
       278   -0.8182848932E+01   -0.8530557052E+01    0.1160451812E+02    0.1371875000E+02    0.1079331307E+00    0.1145833333E+02    0.4540000000E+00    0.5669481257E+00
       279   -0.7193335695E+01   -0.7164661126E+01    0.7736345414E+01    0.1314583333E+02    0.1010626487E+00    0.1114583333E+02    0.4540000000E+00    0.5400045182E+00
       280   -0.6694717580E+01   -0.6508813821E+01    0.5802259061E+01    0.1253125000E+02    0.9865224630E-01    0.1058333333E+02    0.4540000000E+00    0.5237516366E+00
       281   -0.6320484247E+01   -0.6082967415E+01    0.4641807249E+01    0.1282291667E+02    0.1006829268E+00    0.1085416667E+02    0.4540000000E+00    0.5121302885E+00
       282   -0.8075092118E+01   -0.8491866721E+01    0.1160451812E+02    0.1354166667E+02    0.1113471901E+00    0.1127083333E+02    0.4840000000E+00    0.5343697685E+00
       283   -0.7090289058E+01   -0.7188548621E+01    0.7736345414E+01    0.1252083333E+02    0.1085095754E+00    0.1039583333E+02    0.4840000000E+00    0.5161850618E+00
       284   -0.6596718513E+01   -0.6531005864E+01    0.5802259061E+01    0.1235416667E+02    0.1178734177E+00    0.1010416667E+02    0.4840000000E+00    0.4972929539E+00
       285   -0.6320334959E+01   -0.6086215519E+01    0.4641807249E+01    0.1254166667E+02    0.1105569410E+00    0.1045833333E+02    0.4840000000E+00    0.4890720396E+00
       286   -0.8653240890E+01   -0.8750288921E+01    0.1160451812E+02    0.1516666667E+02    0.2476565144E+00    0.1110256410E+02    0.6888461538E+00    0.5128947362E+00
       287   -0.7470283930E+01   -0.7346939949E+01    0.7736345414E+01    0.1393589744E+02    0.2372559853E+00    0.1035897436E+02    0.6888461538E+00    0.4693639504E+00
       288   -0.6803226809E+01   -0.6645866003E+01    0.5802259061E+01    0.1369230769E+02    0.2312652296E+00    0.1025641026E+02    0.6888461538E+00    0.4485540007E+00
       289   -0.6393976241E+01   -0.6216370826E+01    0.4641807249E+01    0.1348717949E+02    0.2244243578E+00    0.1020512821E+02    0.6888461538E+00    0.4358592395E+00
       290   -0.1118262222E+02   -0.9940586145E+01    0.1160451812E+02    0.2083333333E+02    0.1748072289E+01    0.2666666667E+01    0.3108529412E+00    0.3319291971E+00
       291   -0.9125246749E+01   -0.8707822131E+01    0.7736345414E+01    0.2141666667E+02    0.1799843750E+01    0.2500000000E+01    0.3108529412E+00    0.3204582921E+00
       292   -0.8188687604E+01   -0.7875548205E+01    0.5802259061E+01    0.2033333333E+02    0.1810205761E+01    0.2666666667E+01    0.3108529412E+00    0.3176416137E+00
       293   -0.7453744630E+01   -0.7594013965E+01    0.4641807249E+01    0.2050000000E+02    0.1819183673E+01    0.2166666667E+01    0.3108529412E+00    0.3154384647E+00
       294   -0.8727540836E+01   -0.8895400930E+01    0.1160451812E+02    0.1215555556E+02    0.8272527473E+00    0.5244444444E+01    0.6257142857E+00    0.3617813625E+00
       295   -0.7718223327E+01   -0.7564698585E+01    0.7736345414E+01    0.1157777778E+02    0.8652307692E+00    0.4800000000E+01    0.6257142857E+00    0.3489798198E+00
       296   -0.7046320233E+01   -0.6837035574E+01    0.5802259061E+01    0.1106666667E+02    0.8531187123E+00    0.4711111111E+01    0.6257142857E+00    0.3325728253E+00
       297   -0.6679987635E+01   -0.6388976900E+01    0.4641807249E+01    0.1122222222E+02    0.8144444444E+00    0.5155555556E+01    0.6257142857E+00    0.3272745584E+00
       298   -0.8623580345E+01   -0.8936101846E+01    0.1160451812E+02    0.1127450980E+02    0.1296864111E+00    0.6235294118E+01    0.1600000000E+00    0.5225299723E+00
       299   -0.7526436937E+01   -0.7702761113E+01    0.7736345414E+01    0.1029411765E+02    0.1598473282E+00    0.4941176471E+01    0.1600000000E+00    0.5036946957E+00
       300   -0.6909561810E+01   -0.6982551294E+01    0.5802259061E+01    0.1033333333E+02    0.1520912548E+00    0.5137254902E+01    0.1600000000E+00    0.4823933172E+00
       301   -0.6451132906E+01   -0.6458205355E+01    0.4641807249E+01    0.9411764706E+01    0.1370354906E+00    0.5058823529E+01    0.1600000000E+00    0.4652511242E+00
       302   -0.1078793084E+02   -0.1017979103E+02    0.1160451812E+02    0.2755555556E+02    0.1175012107E+01    0.1173333333E+02    0.8892857143E+00    0.5970738463E+00
       303   -0.8556232921E+01   -0.8722794936E+01    0.7736345414E+01    0.2582222222E+02    0.1159948320E+01    0.1111111111E+02    0.8892857143E+00    0.5702509802E+00
       304   -0.7804229903E+01   -0.7988585694E+01    0.5802259061E+01    0.2480000000E+02    0.1176950673E+01    0.1062222222E+02    0.8892857143E+00    0.5522395151E+00
       305   -0.7235224604E+01   -0.7565970245E+01    0.4641807249E+01    0.2424444444E+02    0.1198587156E+01    0.1013333333E+02    0.8892857143E+00    0.5304389474E+00
       306   -0.9049273947E+01   -0.9137213219E+01    0.1160451812E+02    0.1529411765E+02    0.6798459564E+00    0.7803921569E+01    0.6866666667E+00    0.4720322047E+00
       307   -0.7881315813E+01   -0.7811265884E+01    0.7736345414E+01    0.1511764706E+02    0.6834285714E+00    0.7568627451E+01    0.6866666667E+00    0.4482447899E+00
       308   -0.7291075212E+01   -0.7104699327E+01    0.5802259061E+01    0.1441176471E+02    0.7074659401E+00    0.7098039216E+01    0.6866666667E+00    0.4263217684E+00
       309   -0.6802415834E+01   -0.6680503001E+01    0.4641807249E+01    0.1372549020E+02    0.7157653791E+00    0.6627450980E+01    0.6866666667E+00    0.4114860705E+00
       310   -0.9620765762E+01   -0.9143634723E+01    0.1160451812E+02    0.1413333333E+02    0.4168358914E+00    0.7966666667E+01    0.5700000000E+00    0.5472916073E+00
       311   -0.7863704360E+01   -0.7826915360E+01    0.7736345414E+01    0.1460000000E+02    0.4222857143E+00    0.8133333333E+01    0.5700000000E+00    0.5238917651E+00
       312   -0.7142618741E+01   -0.7046975431E+01    0.5802259061E+01    0.1356666667E+02    0.4030750308E+00    0.7833333333E+01    0.5700000000E+00    0.4945158549E+00
       313   -0.6790756373E+01   -0.6672531880E+01    0.4641807249E+01    0.1311666667E+02    0.4200508906E+00    0.7333333333E+01    0.5700000000E+00    0.4879303497E+00
       314   -0.1029716738E+02   -0.9197830925E+01    0.1160451812E+02    0.1482352941E+02    0.3314966887E+00    0.8274509804E+01    0.3600000000E+00    0.5971013440E+00
       315   -0.8170444652E+01   -0.7864568670E+01    0.7736345414E+01    0.1466666667E+02    0.3350468541E+00    0.8117647059E+01    0.3600000000E+00    0.5757171657E+00
       316   -0.7387787588E+01   -0.7158030255E+01    0.5802259061E+01    0.1339215686E+02    0.3448093842E+00    0.7254901961E+01    0.3600000000E+00    0.5516770981E+00
       317   -0.7003989015E+01   -0.6738280921E+01    0.4641807249E+01    0.1360784314E+02    0.3398556999E+00    0.7411764706E+01    0.3600000000E+00    0.5360713934E+00
       318   -0.8858139622E+01   -0.9121116231E+01    0.1160451812E+02    0.2180000000E+02    0.4904161567E+00    0.1661333333E+02    0.1545000000E+01    0.5990639102E+00
       319   -0.7703020460E+01   -0.7750625795E+01    0.7736345414E+01    0.2036000000E+02    0.4819266055E+00    0.1560000000E+02    0.1545000000E+01    0.5607882642E+00
       320   -0.7066218327E+01   -0.7063582264E+01    0.5802259061E+01    0.1952000000E+02    0.4928229665E+00    0.1485333333E+02    0.1545000000E+01    0.5290317726E+00
       321   -0.6616003026E+01   -0.6678237692E+01    0.4641807249E+01    0.1837333333E+02    0.5206100218E+00    0.1373333333E+02    0.1545000000E+01    0.5067195986E+00
       322   -0.9613069726E+01   -0.8790361894E+01    0.7736345414E+01    0.2384615385E+02    0.1269192680E+01    0.8717948718E+01    0.7845000000E+00    0.5581701166E+00
       323   -0.7739591358E+01   -0.7974878993E+01    0.5802259061E+01    0.2212820513E+02    0.1280719257E+01    0.8051282051E+01    0.7845000000E+00    0.5275349161E+00
       324   -0.7286240490E+01   -0.7549160638E+01    0.4641807249E+01    0.2179487179E+02    0.1265583039E+01    0.7948717949E+01    0.7845000000E+00    0.5187586656E+00
       325   -0.8533450122E+01   -0.9006202798E+01    0.1160451812E+02    0.1226666667E+02    0.8879019074E+00    0.4600000000E+01    0.5265000000E+00    0.3873216156E+00
       326   -0.7523114538E+01   -0.7730726472E+01    0.7736345414E+01    0.1190000000E+02    0.9420224719E+00    0.3933333333E+01    0.5265000000E+00    0.3705072055E+00
       327   -0.7072862025E+01   -0.7071932673E+01    0.5802259061E+01    0.1196666667E+02    0.9374860335E+00    0.3933333333E+01    0.5265000000E+00    0.3603406289E+00
